Title,Time,Giá ,Diện tích ,Địa chỉ tài sản,Mã tin,Loại tin,Loại BDS,Chiều ngang,Chiều dài,Hướng,Đường trước nhà,Pháp lý,Số lầu,Số phòng ngủ
CHÍNH CHỦ CHO THUÊ NR QUAN NHÂN.THANH XUÂN 52M2.4 TẦNG.4PN.NỘI THẤT SỊN. Ô TÔ. GẦN PHỐ, Hôm qua, 10.5 tỷ , 52 m2, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,9801396,Cần bán,Nhà trong hẻm,4m,---,_,4m,Sổ hồng/ Sổ đỏ,4,4
✅Nhà Mới Tây Hồ - Thang máy - Ngõ to- Thoáng- View pháo hoa - 45m2 - 5 Tầng - Mặt Tiền 6m-, Hôm qua, 5.2 tỷ , 45 m2, 23 Đường Xuân La. Phường Xuân La. Quận Tây Hồ. Hà Nội,9708898,Cần bán,Nhà trong hẻm,5.5m,8m,Đông Nam,2m,Sổ hồng/ Sổ đỏ,5,3
Bán Gấp Nhà Nguyễn Ngọc Nại-Thanh Xuân.Gara.Thang Máy.Kdoanh.VP.Dt 45m x7 Tầng Chỉ 9.7 Tỷ., Hôm qua, 9.7 tỷ / m2  , 45 m2, nguyễn ngọc nại Phố Nguyễn Ngọc Nại. Phường Khương Mai. Quận Thanh Xuân. Hà Nội,9813678,Cần bán,Nhà trong hẻm,3.7m,14m,_,3m,Sổ hồng/ Sổ đỏ,7,4
BÁN GẤP NHÀ PHỐ NGUYỄN CHÍNH .HOÀNG MAI 32M2 .4T.MT3.8M GIÁ 2.65 TỶ CÓ THƯƠNG LƯỢNG, Hôm qua, 82 triệu / m2  , 32 m2, 143 Đường Nguyễn Chính. Phường Thịnh Liệt. Quận Hoàng Mai. Hà Nội,9813345,Cần bán,Nhà trong hẻm,3.8m,8.5m,_,3m,Sổ hồng/ Sổ đỏ,4,3
CHÍNH CHỦ BÁN NHÀ PHỐ ĐẠI LINH - TRUNG VĂN -NAM TỪ LIÊM - NHÀ MỚI - Ô TÔ VÀO NHÀ, 08/01/2022, 10.5 tỷ , 86 m2, Đường Đại Linh. Phường Trung Văn. Quận Nam Từ Liêm. Hà Nội,9763497,Cần bán,Nhà mặt tiền,4m,---,_,6m,Sổ hồng/ Sổ đỏ,5,5
Bán Nhà Phan đình giót Hà Đông- 30m2 6 tầng MT 5m .giá 3.15 tỷ, 08/01/2022, 3.15 tỷ , 30 m2, Phố Phan Đình Giót. Phường La Khê. Quận Hà Đông. Hà Nội,9665656,Cần bán,Nhà trong hẻm,5m,---,_,7m,Sổ hồng/ Sổ đỏ,6,4
BÁN GẤP NHÀ MP CHÙA QUỲNH - KINH DOANH-Ô TÔ TRÁNH- 2 THOÁNG- NỞ HẬU, 08/01/2022, 6.5 tỷ , 46 m2, Ngõ Quỳnh. Phường Quỳnh Lôi. Quận Hai Bà Trưng. Hà Nội,9797634,Cần bán,Nhà mặt tiền,---,---,Tây Nam,4m,Sổ hồng/ Sổ đỏ,4,3
LÔ GÓC THOÁNG 3 MẶT- ÂU CƠ TÂY HỒ- 15M Ô TÔ TRÁNH - NGÕ THÔNG VIEW HỒ TÂY, 08/01/2022, 6.3 tỷ , 54 m2, Đường Âu Cơ. Phường Nhật Tân. Quận Tây Hồ. Hà Nội,9664814,Cần bán,Nhà trong hẻm,---,---,Bắc,2.5m,Sổ hồng/ Sổ đỏ,4,5
PHÂN LÔ Ô TÔ ĐỖ CỬA - 5M Ô TÔ TRÁNH - THOÁNG TRƯỚC SAU, 08/01/2022, 6.755 tỷ , 43 m2, Phố 8/3. Phường Quỳnh Mai. Quận Hai Bà Trưng. Hà Nội,9664838,Cần bán,Nhà trong hẻm,---,---,_,4m,Sổ hồng/ Sổ đỏ,5,6
NHÀ MỚI-NGÕ NÔNG RỘNG THOÁNG -  BA GÁC TRÁNH - 20M RA Ô TÔ, 08/01/2022, 4.55 tỷ , 31 m2, Phố Kim Ngưu. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,9668124,Cần bán,Nhà trong hẻm,---,---,Tây,3Mm,Sổ hồng/ Sổ đỏ,5,5
TẶNG NỘI THẤT - Ô TÔ ĐỖ CỬA- NGÕ THÔNG 30m Ô TÔ TRÁNH, 08/01/2022, 6.8 tỷ , 39 m2, Phố 8/3. Phường Quỳnh Mai. Quận Hai Bà Trưng. Hà Nội,9669064,Cần bán,Nhà trong hẻm,---,---,_,4m,Sổ hồng/ Sổ đỏ,4,3
Bán nhà Xuân Đỉnh nhỉnh 2tỷ có ngay nhà đẹp 30m 5T, 08/01/2022, 2.8 tỷ , 30 m2, Đường Xuân Đỉnh. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,9813004,Cần bán,Nhà trong hẻm,6.6m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,4
(Hiếm)Bán Nhà Chính Chủ.Bắc Từ Liêm.Ngõ Ôtô.33m2x3T. 4.5Tỷ.Cách Hồ Tây 2Km.Ra Vành Đai3 2', 08/01/2022, 4.5 tỷ , 33 m2, Đường Phạm Văn Đồng. Phường Xuân Đỉnh. Quận Bắc Từ Liêm. Hà Nội,9811799,Cần bán,Nhà trong hẻm,3.4m,9.6m,_,3m,Sổ hồng/ Sổ đỏ,3,3
“CỰC HIẾM” bán nhà Định Công. phân lô. ô tô chạy vòng quanh. khu vip 37m2 giá 2.8 tỷ, 08/01/2022, 2.8 tỷ , 37 m2, Đường Định Công. Phường Định Công. Quận Hoàng Mai. Hà Nội,9641587,Cần bán,Nhà trong hẻm,3.3m,---,_,5m,Sổ hồng/ Sổ đỏ,1,---
Ô TÔ ĐỖ CỬA. HAI THOÁNG. NHÀ MỚI. ĐẸP. Ở NGAY. BÁN NHÀ KIM GIANG 32/35M2 GIÁ 4.4 TỶ, 08/01/2022, 4.4 tỷ , 32 m2, Đường Kim Giang. Phường Kim Giang. Quận Thanh Xuân. Hà Nội,9643794,Cần bán,Nhà trong hẻm,4m,---,_,5m,Sổ hồng/ Sổ đỏ,5,---
Gara Ô tô 7 chỗ ngõ thông. kinh doanh. nhà đẹp ở ngay. view hồ tuyệt đẹp 65m2 giá 6.15 tỷ, 08/01/2022, 6.15 tỷ , 65 m2, Đường Định Công. Phường Định Công. Quận Hoàng Mai. Hà Nội,9643227,Cần bán,Nhà trong hẻm,6.2m,---,_,5m,Sổ hồng/ Sổ đỏ,5,5
CHÍNH CHỦ BÁN TÒA NHÀ 6 TẦNG ĐƯỜNG TÂY HỒ - QUẢNG AN. 193M2. ĐANG CHO THUÊ 250TR/THÁNG, 08/01/2022, 75 tỷ , 193 m2, Đường Tây Hồ. Phường Quảng An. Quận Tây Hồ. Hà Nội,7768603,Cần bán,Nhà mặt tiền,---,---,_,---,Sổ hồng/ Sổ đỏ,6,---
Nhà Nguyễn Sơn khu phân lô. 31m2 x 5 tầng. mt 6m., 08/01/2022, 3.9 tỷ , 31 m2, Đường Nguyễn Sơn. Phường Bồ Đề. Quận Long Biên. Hà Nội,9810557,Cần bán,Nhà trong hẻm,6m,5m,_,2m,Sổ hồng/ Sổ đỏ,5,3
Bán nhà Doãn Kế  Thiện -đường 10 m-80m2*5 tầng giá 15 tỷ, 08/01/2022, 15 tỷ , 80 m2, Phố Doãn Kế Thiện. Phường Mai Dịch. Quận Cầu Giấy. Hà Nội,9635510,Cần bán,Nhà mặt tiền,5m,---,_,10m,---,5,5
Bán nhà Trung Yên -ô tô tránh 70m2*5tầng giá 11.7 tỷ, 08/01/2022, 11.7 tỷ , 70 m2, Đường Nguyễn Khang. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9237801,Cần bán,Nhà mặt tiền,4.5m,---,_,6m,---,5,4
Bán Nhà MP Đặng Thùy Trâm -45m2*5 tầng.kinh doanh sầm uất giá 12.5 tỷ, 08/01/2022, 12.5 tỷ , 45 m2, Phố Đặng Thùy Trâm. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,9466114,Cần bán,Nhà mặt tiền,4m,---,_,20m,---,5,6
Nhà 2 mặt phố ĐÔNG CÁC & Ô CHỢ DỪA. Kinh doanh cực tốt., 08/01/2022, 27.5 tỷ , 62 m2, Đường Ô Chợ Dừa. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9810272,Cần bán,Nhà mặt tiền,4.2m,---,_,10m,Sổ hồng/ Sổ đỏ,3,3
Chính chủ bán nhà 7 ngõ 420/10 Khương Đình Ngõ thông thoáng kinh doanh online  35m2x5tâng, 08/01/2022, 4.5 tỷ , 35 m2, Đường Khương Đình. Phường Hạ Đình. Quận Thanh Xuân. Hà Nội,9766042,Cần bán,Nhà trong hẻm,3.5m,10m,Bắc,3m,Sổ hồng/ Sổ đỏ,5,3
Chính chủ bán nhà 7 ngõ 420/10 Khương Đình Ngõ thông thoáng kinh doanh online  35m2x5tâng, 08/01/2022, 4.5 tỷ , 35 m2, Đường Khương Đình. Phường Hạ Đình. Quận Thanh Xuân. Hà Nội,9766042,Cần bán,Nhà trong hẻm,3.5m,10m,Bắc,3m,Sổ hồng/ Sổ đỏ,5,3
Chính chủ cần bán nhà ngõ 109 Quan Nhân Thanh Xuân ngõ thông kinh doanh, 08/01/2022, 5.6 tỷ , 40 m2, Phố Quan Nhân. Phường Nhân Chính. Quận Thanh Xuân. Hà Nội,9765981,Cần bán,Nhà trong hẻm,3.6m,11.5m,Đông Nam,2.5m,Sổ hồng/ Sổ đỏ,5,6
Mặt phố Kim Hoa. 6 tầng thang máy. DT 38m mt 4m kinh doanh đỉnh chỉ 8.5 tỷ., 08/01/2022, 8.5 tỷ , 38 m2, Phố Kim Hoa. Phường Kim Liên. Quận Đống Đa. Hà Nội,9810035,Cần bán,Nhà mặt tiền,4m,9m,_,7m,Sổ hồng/ Sổ đỏ,6,3
Nhà phố hồ Trúc Bạch. Ba Đình. Vỉa hè. oto. KD. 120m2 10T MT6m 45tỷ, 08/01/2022, 45 tỷ , 120 m2, Phố Trúc Bạch. Phường Trúc Bạch. Quận Ba Đình. Hà Nội,8699891,Cần bán,Nhà mặt tiền,---,---,_,12m,---,10,12
Mặt phố Vạn Phúc. Vỉa hè. ô tô. Kinh Doanh. thang máy. 80m2 9T 20 tỷ, 08/01/2022, 20 tỷ , 80 m2, Đường Vạn Phúc. Phường Vạn Phúc. Quận Hà Đông. Hà Nội,8839747,Cần bán,Nhà mặt tiền,---,---,_,24m,---,9,6
Bán nhà phố Cầu Giấy. phố Hoàng Quốc Việt. Vỉa hè. ô tô. KD. 160m2 x MT 7.5m. 39 tỷ, 08/01/2022, 39 tỷ , 160 m2, Đường Hoàng Quốc Việt. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,9408636,Cần bán,Nhà mặt tiền,---,---,_,15m,---,2,4
Bán nhà phố Mễ Trì. Từ Liêm. Vỉa hè. 2 MP ô tô. KD. 145m2 MT6.5m 28tỷ, 08/01/2022, 28 tỷ , 145 m2, Đường Mễ Trì. Phường Mễ Trì. Quận Nam Từ Liêm. Hà Nội,9210306,Cần bán,Nhà mặt tiền,---,---,_,9m,---,5,5
Tòa nhà mặt phố Láng Hạ. Đống Đa. Vỉa hè. oto. KD. 135m2. 7T. MT6m. 50 tỷ, 08/01/2022, 50 tỷ , 135 m2, Đường Láng Hạ. Phường Láng Hạ. Quận Đống Đa. Hà Nội,8594920,Cần bán,Nhà mặt tiền,---,---,_,24m,---,7,7
Bán nhà  Mặt Phố Thanh Lân. Thanh Đàm Kinh Doanh.58m2 x mặt tiền 4.5m. GIá: 5.45 tỷ( ctl), 08/01/2022, 5.45 tỷ , 58 m2, Đường Thanh Lân. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,9809247,Cần bán,Nhà mặt tiền,---,---,_,6m,Sổ hồng/ Sổ đỏ,1,1
Bán nhà Trương Định. Hoàng Mai. 40m. 4 tầng. ô tô gần giá 3.5 tỷ., 08/01/2022, 3.5 tỷ , 40 m2, Đường Trương Định. Phường Hoàng Văn Thụ. Quận Hoàng Mai. Hà Nội,9808761,Cần bán,Nhà trong hẻm,---,---,_,2.5m,Sổ hồng/ Sổ đỏ,4,4
BÁN NHÀ Nguyễn Văn Cừ. Kinh doanh. 3 ô tô tránh   : 80M*3T*MT5.5 Giá 11.5TỶ, 08/01/2022, 11.5 tỷ , 80 m2, Đường Nguyễn Văn Cừ. Phường Gia Thụy. Quận Long Biên. Hà Nội,9638349,Cần bán,Nhà mặt tiền,5.5m,15m,_,8m,---,3,4
Chính chủ ảnh thật bán nhà mặt ngõ 2 Xã Đàn. đường nhựa ô tô tránh. 35m2 - 6T TM 8.3 tỷ, 08/01/2022, 8.3 tỷ , 35 m2, số xx Phố Xã Đàn. Phường Ô Chợ Dừa. Quận Đống Đa. Hà Nội,9795158,Cần bán,Nhà mặt tiền,4.2m,---,_,7m,Sổ hồng/ Sổ đỏ,6,4
Bán nhà 360 Xã Đàn Đống Đa. 36m2x5T mới đẹp gần đường lớn thông sang Trung Phụng., 08/01/2022, 3.85 tỷ , 36 m2, 360 Phố Xã Đàn. Phường Kim Liên. Quận Đống Đa. Hà Nội,9807948,Cần bán,Nhà trong hẻm,3.5m,10m,_,3m,Sổ hồng/ Sổ đỏ,5,3
DUY TÂN PHỐ.2 THOÁNG.MẶT TIỀN RỘNG. Ô TÔ.CHỈ NHỈNH 3 TỶ., 07/01/2022, 3.1 tỷ , 32 m2, Phố Duy Tân. Phường Dịch Vọng Hậu. Quận Cầu Giấy. Hà Nội,9640336,Cần bán,Nhà trong hẻm,4m,8m,_,4m,Sổ hồng/ Sổ đỏ,5,4
Mới - Đẹp- Gần Trường Chợ . Nhà Đại Từ 33m2. 5 Tầng. Mặt Tiền 4.3m. Gía 3.38 Tỷ. ẢNH THẬT, 07/01/2022, 3.38 tỷ , 33 m2, Phố Đại Từ. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,9763130,Cần bán,Nhà mặt tiền,4m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
MỚI ĐẸP - Ngõ rộng thoáng. Nhà Đại Từ. 33m2. 5 Tầng. mặt tiền 4m Gía 3.53 tỷ ( ẢNH THẬT), 07/01/2022, 3.53 tỷ , 33 m2, Phố Đại Từ. Phường Đại Kim. Quận Hoàng Mai. Hà Nội,9760257,Cần bán,Nhà mặt tiền,4m,---,_,2.5m,Sổ hồng/ Sổ đỏ,4,3
MỚI-ĐẸP. Nhà Vĩnh Hưng. Đông Thiên. 50m Ra Ô TÔ Tránh. 33m2. 5 tầng Gía 3.03 tỷ (ẢNH THẬT), 07/01/2022, 3.03 tỷ , 33 m2, Đường Vĩnh Hưng. Phường Vĩnh Hưng. Quận Hoàng Mai. Hà Nội,9741847,Cần bán,Nhà mặt tiền,3.6m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
ĐẸP TẶNG NỘI THẤT.Ô TÔ CÁCH 20M. Nhà Linh Đàm 32m2. 5tầng. Mt 4m. Gía 2.76 tỷ (ẢNH THẬT), 07/01/2022, 2.76 tỷ , 32 m2, Đường Linh Đàm. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,9782944,Cần bán,Nhà mặt tiền,4m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
HAI MẶT THOÁNG TRƯỚC SAU - Nhà Linh Đàm. 35m2. 4 Tầng. Gía 2.83 tỷ (ẢNH THẬT), 07/01/2022, 2.83 tỷ , 35 m2, Đường Linh Đàm. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,9783163,Cần bán,Nhà mặt tiền,3m,---,_,2.5m,Sổ hồng/ Sổ đỏ,4,4
MỚI ĐẸP - NGÕ BA GÁC - Nhà Bằng Liệt Linh Đàm. 38m2. 5 Tầng. Gía 3.23 Tỷ ( ẢNH THẬT ), 07/01/2022, 3.23 tỷ , 38 m2, Đường Bằng Liệt. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,9783361,Cần bán,Nhà mặt tiền,3.3m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,4
MỚI ĐẸP - NGÕ BA GÁC - Nhà Bằng Liệt Linh Đàm. 38m2. 5 Tầng. Gía 3.23 Tỷ ( ẢNH THẬT ), 07/01/2022, 3.23 tỷ , 38 m2, Đường Bằng Liệt. Phường Hoàng Liệt. Quận Hoàng Mai. Hà Nội,9783361,Cần bán,Nhà mặt tiền,3.3m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,4
BÁN NHÀ MẶT PHỐ VẠN PHÚC-VẠN BẢO .BA ĐÌNH 56Mx5T. VỈA HÈ 15M.NHÀ MỚI. MT 4.2M giá 23.5 tỷ, 07/01/2022, 23.5 tỷ , 56 m2, Phố Vạn Phúc. Phường Liễu Giai. Quận Ba Đình. Hà Nội,9692364,Cần bán,Nhà mặt tiền,4.2m,14m,_,25m,Sổ hồng/ Sổ đỏ,5,5
Bán Gấp Nhà 8 T Thang Máy. Mặt Phố Võng Thị. Tây Hồ 99M MT5.5 27.5 Tỷ., 07/01/2022, 27.5 tỷ , 99 m2, Hà Nội Phố Võng Thị. Phường Bưởi. Quận Tây Hồ. Hà Nội,9804856,Cần bán,Nhà mặt tiền,5.5m,18m,_,8m,Sổ hồng/ Sổ đỏ,8,15
CẦN BÁN GẤP NHÀ MẶT PHỐ ĐỐNG ĐA  ÔTÔ ĐỖ CỬA  LÔ GÓC THANG MÁY KINH DOANH 40M 6 TẦNG 8.5 TỶ, 07/01/2022, 8.5 tỷ , 40 m2, Phố Kim Hoa. Phường Phương Liên. Quận Đống Đa. Hà Nội,9803710,Cần bán,Nhà mặt tiền,4m,---,_,6m,Sổ hồng/ Sổ đỏ,6,4
CHÍNH CHỦ CẦN BÁN NHÀ ĐẸP P. ĐẠI ĐỒNG - VĨNH HƯNG 8 TỶ., 07/01/2022, 8 tỷ , 61 m2, 17 Đường Đại Đồng. Phường Lĩnh Nam. Quận Hoàng Mai. Hà Nội,9783526,Cần bán,Nhà mặt tiền,4m,15m,Tây,4m,Sổ hồng/ Sổ đỏ,5,4
Bán nhà 28B Điện Biên Phủ. 6 tầng thang máy. đối diện công viên Lê Nin. nội thất nhập Mỹ, 07/01/2022, 13.5 tỷ , 55 m2, Đường Điện Biên Phủ. Phường Điện Biên. Quận Ba Đình. Hà Nội,9802246,Cần bán,Nhà trong hẻm,8m,7m,_,2.5m,Sổ hồng/ Sổ đỏ,6,8
Bán nhà biệt thự TW Đoàn. Nguyễn Khánh Toàn. 140m2 mặt tiền 10m lô góc. ô tô tránh đỗ, 07/01/2022, 116 triệu / m2  , 140 m2, Đường Nguyễn Khánh Toàn. Phường Quan Hoa. Quận Cầu Giấy. Hà Nội,9801894,Cần bán,Nhà trong hẻm,10m,---,_,5m,---,4,5
HÀNG HIẾM giá rẻ 83M2X6 tầng. phố LLQ ô tô đỗ cửa. KINH DOANH văn phòng, 06/01/2022, 7.8 tỷ , 83 m2, 89 Đường Lạc Long Quân. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,9780113,Cần bán,Nhà trong hẻm,6.5m,14m,_,6m,Sổ hồng/ Sổ đỏ,6,5
BÁN NHÀ TRẦN DUY HƯNG. QUẬN CẦU GIẤY. 10 PHÒNG KHÉP KÍN, 06/01/2022, 7.85 tỷ , 55 m2, Đường Trần Duy Hưng. Phường Trung Hòa. Quận Cầu Giấy. Hà Nội,9749350,Cần bán,Nhà trong hẻm,4.5m,12m,_,2.5m,Sổ hồng/ Sổ đỏ,5,10
BÁN NHÀ PHỐ ÁI MỘ. QUẬN LONG BIÊN. KINH DOANH ĐỈNH. NGÕ THÔNG, 06/01/2022, 4.5 tỷ , 40 m2, Phố Ái Mộ. Phường Bồ Đề. Quận Long Biên. Hà Nội,9687657,Cần bán,Nhà mặt tiền,4m,10m,Tây,3m,Sổ hồng/ Sổ đỏ,6,3
THẬT KHÓ TIN  - NHỈNH 2 TỶ  - NHÀ ĐẸP ĐÓN TẾT - LÔ GÓC -  PHỐ NGUYỄN CHÍNH - CÁCH Ô TÔ 20M, 06/01/2022, 2.35 tỷ , 32 m2, Đường Nguyễn Chính. Phường Tân Mai. Quận Hoàng Mai. Hà Nội,9776970,Cần bán,Nhà mặt tiền,5m,---,_,3m,Sổ hồng/ Sổ đỏ,4,2
🔥🔥🔥NHÀ ĐỈNH CỦA ĐỈNH PHỐ DƯƠNG VĂN BÉ QUẬN HAI BÀ TRƯNG, 06/01/2022, 5.6 tỷ , 45 m2, Đường Cầu Vĩnh Tuy. Phường Vĩnh Tuy. Quận Hai Bà Trưng. Hà Nội,9714736,Cần bán,Nhà trong hẻm,5m,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,6
Nhà 3 mặt ngõ 50m2*3T xóm 2 cạnh chợ Quỳnh Đô. xe tải đỗ cửa. SĐCC, 06/01/2022, 2.999 tỷ , 50 m2, Đường Phan Trọng Tuệ. Xã Vĩnh Quỳnh. Huyện Thanh Trì. Hà Nội,9796062,Cần bán,Nhà trong hẻm,6m,9m,_,4m,Sổ hồng/ Sổ đỏ,3,6
Bán nhà mặt phố Yên Hòa. Trung Kính. Cầu Giấy Gara Ô tô. Kinh doanh. Văn Phòng, 06/01/2022, 13.6 tỷ , 60 m2, Đường Yên Hòa. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9764937,Cần bán,Nhà mặt tiền,---,---,_,4.1m,Sổ hồng/ Sổ đỏ,6,5
Đẹp nhất phố Văn Miếu. Đống Đa. 60m x 6 tầng. Oto phân lô. Thang Máy. chỉ 7.5 Tỷ TL, 06/01/2022, 7.5 tỷ , 60 m2, Phố Ngô Sĩ Liên. Phường Văn Miếu. Quận Đống Đa. Hà Nội,9413060,Cần bán,Nhà trong hẻm,---,---,_,5m,Sổ hồng/ Sổ đỏ,6,6
Nhà mặt ngõ phố Kim Đồng. Hoàng Mai 40m x 5 tầng. Oto đỗ cửa. gần phố. chỉ 4.5 Tỷ TL., 06/01/2022, 4.5 tỷ , 40 m2, Phố Kim Đồng. Phường Giáp Bát. Quận Hoàng Mai. Hà Nội,9413023,Cần bán,Nhà trong hẻm,---,---,_,4m,Sổ hồng/ Sổ đỏ,5,3
BÁN NHÀ thái hà 60m2 MẶT TIỀN 5m VỈA HÈ Ô TÔ  TRÁNH MÀ CHÀO CÓ 10 TỶ, 06/01/2022, 10 tỷ , 60 m2, Phố Thái Hà. Phường Trung Liệt. Quận Đống Đa. Hà Nội,9793034,Cần bán,Nhà mặt tiền,5m,---,_,5m,Sổ hồng/ Sổ đỏ,5,4
Chính chủ cần bán nhà ngõ 376 Thụy Khê- Tây Hồ. diên tích:32m. 5 tầng. MT:4.7m. giá 3.2 tỷ, 05/01/2022, 3.25 tỷ , 32 m2, Đường Thụy Khuê. Phường Bưởi. Quận Tây Hồ. Hà Nội,9792246,Cần bán,Nhà trong hẻm,4.7m,6.7m,Đông Bắc,2m,Sổ hồng/ Sổ đỏ,5,4
Siêu phẩm Yên Hòa. Cầu Giấy. lô góc 2 mặt ngõ thông. ô tô tránh. 43m2 x 7T thang máy, 05/01/2022, 9 tỷ , 43 m2, Phố Hoa Bằng. Phường Yên Hòa. Quận Cầu Giấy. Hà Nội,9166375,Cần bán,Nhà trong hẻm,---,---,_,6m,Sổ hồng/ Sổ đỏ,7,4
Chính chủ cần bán LÔ GÓC – NỞ HẬU 5 tầng 30m2; 3 gác đỗ cửa; 3.75T tại 1194 đường Láng, 05/01/2022, 3.75 tỷ , 30 m2, Đường Láng. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9787646,Cần bán,Nhà trong hẻm,---,---,_,2.5m,Sổ hồng/ Sổ đỏ,5,3
Cần bán nhà ngõ 1194 đường láng 30m x 5 tầng. ngõ rộng chủ nhỉnh hơn 3 tỷ, 05/01/2022, 3.75 tỷ , 30 m2, Đường Láng. Phường Láng Thượng. Quận Đống Đa. Hà Nội,9786832,Cần bán,Nhà trong hẻm,---,---,_,2m,Sổ hồng/ Sổ đỏ,5,3
Tòa nhà phố Đống Đa. mặt phố Nguyễn Khuyến. Vỉa hè. Ô tô. thang máy. KD. 110m2 6T 30 tỷ, 05/01/2022, 30 tỷ , 110 m2, Văn Miếu. Đống Đa. Hà Nội Phố Nguyễn Khuyến. Phường Quốc Tử Giám. Quận Đống Đa. Hà Nội,9786666,Cần bán,Nhà mặt tiền,---,---,_,18m,---,6,6
NHÀ 3 TẦNG TRUNG TÂM ĐỐNG ĐA. KHÂM THIÊN – HỒ BA MẪU giá chỉ 1 tỷ 995, 05/01/2022, 1.995 tỷ , 21 m2, Ngõ Lan bá Đường Hồ Ba Mẫu. Phường Trung Phụng. Quận Đống Đa. Hà Nội,9381037,Cần bán,Nhà trong hẻm,3m,---,_,2.2m,Sổ hồng/ Sổ đỏ,3,2
Bán Nhà 4 tầng Yên Nghĩa. Hà Nội 1.57 tỷ  ô tô đỗ cửa. lô góc. sổ đỏ chuẩn., 05/01/2022, 1.57 tỷ , 33 m2, Đường Yên Bình. Phường Yên Nghĩa. Quận Hà Đông. Hà Nội,9786203,Cần bán,Nhà trong hẻm,---,---,_,3m,Sổ hồng/ Sổ đỏ,4,3
Thật 100%- 6.3 tỷ - Nhà Chùa Bộc - Ô tô tải đỗ cửa thoải mái - 54m2x4 tầng- Nhà đẹp ở luôn, 05/01/2022, 6.3 tỷ , 54 m2, Phố Chùa Bộc. Phường Quang Trung. Quận Đống Đa. Hà Nội,9785908,Cần bán,Nhà trong hẻm,---,---,_,6m,Sổ hồng/ Sổ đỏ,4,5
Siêu phẩm đường 800A. thiết kế hiện đại. ga ra oto. thang máy. vỉ hè rộng. kinh doanh ở, 04/01/2022, 13.5 tỷ , 60 m2, Số 28 Đường 800A. Phường Nghĩa Đô. Quận Cầu Giấy. Hà Nội,9778008,Cần bán,Nhà mặt tiền,4m,15m,_,6m,Sổ hồng/ Sổ đỏ,6,4
BÁN NHÀ NGÕ 358 BÙI XƯƠNG TRẠCH THANH XUÂN 64M2-5T-MT4.3M GIÁ CHÀO BÁN 4.4 TỶ., 03/01/2022, 4.4 tỷ , 42 m2, BÙI XƯƠNG TRẠCH THANH XUÂN HÀ NỘI Đường Bùi Xương Trạch. Phường Khương Đình. Quận Thanh Xuân. Hà Nội,9726131,Cần bán,Nhà trong hẻm,4m,11m,_,4m,Sổ hồng/ Sổ đỏ,5,4
_BA ĐÌNH_THÀNH CÔNG_TRÁI TIM CỦA BA ĐÌNH., 02/01/2022, 5.8 tỷ , 42 m2, Phố Thành Công. Phường Thành Công. Quận Ba Đình. Hà Nội,9764548,Cần bán,Nhà trong hẻm,4.6m,---,_,3m,Sổ hồng/ Sổ đỏ,5,4
Nhà Hà Đông cổng ĐH Sư Phạm Nghệ Thuật. Đường Lớn 12m Ô Tô Đỗ. 33m2. 5 Tầng. MT 3.3m., 20/12/2021, 5.2 tỷ , 33 m2, 29 Phố Chiến Thắng. Phường Văn Quán. Quận Hà Đông. Hà Nội,9682674,Cần bán,Nhà trong hẻm,3.3m,10m,Đông Nam,12m,Sổ hồng/ Sổ đỏ,5,4
Bán Gấp Nhà Phố Nguyễn An Ninh. Hai Bà Trưng. Phân Lô. Ôtô ĐỖ CỬA 65m2x4T. Giá 6.9 tỷ., Hôm nay, 6.9 tỷ , 65 m2, Đường Nguyễn An Ninh. Phường Đồng Tâm. Quận Hai Bà Trưng. Hà Nội,9807658,Cần bán,Nhà trong hẻm,---,---,_,3.5m,Sổ hồng/ Sổ đỏ,4,4
